類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,S
透天,AD00193,中華里,臺中市中區中華里成功路408巷14號,"24.146201,120.676912",1,130,第一分局,
透天,AD00252,中華里,臺中市中區中華里中華路一段36號,"24.143039,120.674722",1,130,第一分局,
透天,AD00241,中華里,臺中市中區中華里中華路137號,"24.144881,120.676182",1,129,第一分局,
透天,AD00266,中華里,臺中市中區中華里民族路186巷2號,"24.14307,120.675867",1,125,第一分局,
透天,AD00237,中華里,臺中市中區中華里中山路346號,"24.144563,120.675687",1,118,第一分局,
透天,AD00249,中華里,臺中市中區中華里中山路322號,"24.143986,120.676355",1,117,第一分局,
透天,AD00277,中華里,臺中市中區中華里中華路一段102巷5號,"24.144417,120.676587",1,117,第一分局,
透天,AD00297,中華里,臺中市中區中華里民族路241號,"24.143622,120.674693",1,113,第一分局,
透天,AD00189,中華里,臺中市中區中華里中華路171號,"24.145716,120.676826",1,112,第一分局,
透天,AD00298,中華里,臺中市中區中華里民族路241-1號,"24.143674,120.674701",1,112,第一分局,
透天,AD00236,中華里,臺中市中區中華里中山路348號,"24.144591,120.675658",1,108,第一分局,
透天,AD00203,中華里,臺中市中區中華里中華路一段183號,"24.146052,120.677345",1,106,第一分局,
透天,AD00204,中華里,臺中市中區中華里中華路一段181號,"24.146027,120.677314",1,106,第一分局,
透天,AD00253,中華里,臺中市中區中華里中華路一段42號,"24.143135,120.674888",1,102,第一分局,
透天,AD00255,中華里,臺中市中區中華里中華路一段54號,"24.143329,120.675064",1,102,第一分局,
透天,AD00257,中華里,臺中市中區中華里中華路一段70號,"24.143865,120.675576",1,100,第一分局,
透天,AD00210,中華里,臺中市中區中華里成功路360號,"24.145415,120.677835",1,96,第一分局,
透天,AD00234,中華里,臺中市中區中華里中山路360號,"24.144731,120.675472",1,94,第一分局,
透天,AD00243,中華里,臺中市中區中華里中華路一段111號,"24.144524,120.67582",1,94,第一分局,
透天,AD00194,中華里,臺中市中區中華里中華路一段132號,"24.145398,120.67725",1,90,第一分局,
透天,AD00242,中華里,臺中市中區中華里中華路一段135號,"24.144849,120.676153",1,88,第一分局,
透天,AD00251,中華里,臺中市中區中華里臺灣大道一段555號,"24.144756,120.676621",1,88,第一分局,
透天,AD00274,中華里,臺中市中區中華里臺灣大道一段527巷26號,"24.144131,120.67657",1,88,第一分局,
透天,AD00256,中華里,臺中市中區中華里中華路一段56號,"24.143377,120.67509",1,86,第一分局,
透天,AD00295,中華里,臺中市中區中華里中華路一段103號,"24.144209,120.675481",1,86,第一分局,
透天,AD00296,中華里,臺中市中區中華里中華路一段105號,"24.144238,120.675512",1,86,第一分局,
透天,AD00294,中華里,臺中市中區中華里中華路一段101號,"24.144181,120.675449",1,84,第一分局,
透天,AD00191,中華里,臺中市中區中華里中華路一段4號,"24.144289,120.675968",1,82,第一分局,
透天,AD00264,中華里,臺中市中區中華里中華路一段64號,"24.143771,120.675499",1,82,第一分局,
透天,AD00291,中華里,臺中市中區中華里中華路一段77號,"24.143761,120.67504",1,82,第一分局,
透天,AD00278,中華里,臺中市中區中華里中華路一段102巷7號,"24.144393,120.676616",1,77,第一分局,
透天,AD00248,中華里,臺中市中區中華里中山路320號,"24.143964,120.676394",1,72,第一分局,
透天,AD00275,中華里,臺中市中區中華里中山路313號,"24.144003,120.675948",1,72,第一分局,
透天,AD00239,中華里,臺中市中區中華里中華路一段113號,"24.144552,120.675849",1,70,第一分局,
公寓,AD00202,中華里,臺中市中區中華里中華路一段185號,"24.146165,120.677364",1,69,第一分局,
透天,AD00254,中華里,臺中市中區中華里中華路一段48號,"24.143039,120.674722",1,68,第一分局,
透天,AD00285,中華里,臺中市中區中華里中華路一段92號,"24.144407,120.676177",1,68,第一分局,
透天,AD00208,中華里,臺中市中區中華里中華路一段154巷1號,"24.14589,120.677953",1,66,第一分局,
透天,AD00270,中華里,臺中市中區中華里中華路一段84號,"24.14402,120.675756",1,66,第一分局,
透天,AD00283,中華里,臺中市中區中華里中華路一段96號,"24.144452,120.676225",1,65,第一分局,
透天,AD00207,中華里,臺中市中區中華里興民街33號,"24.145692,120.678165",1,64,第一分局,
透天,AD00250,中華里,臺中市中區中華里臺灣大道一段545號,"24.144679,120.676683",1,62,第一分局,
透天,AD00261,中華里,臺中市中區中華里中華路一段110號,"24.144608,120.67646",1,62,第一分局,
透天,AD00206,中華里,臺中市中區中華里興民街31號,"24.145624,120.67807",1,61,第一分局,
透天,AD00201,中華里,臺中市中區中華里臺灣大道一段526號,"24.144701,120.677162",1,58,第一分局,
透天,AD00260,中華里,臺中市中區中華里中華路一段108號,"24.14459,120.676419",1,58,第一分局,
透天,AD00273,中華里,臺中市中區中華里臺灣大道一段527巷22號,"24.144162,120.676593",1,58,第一分局,
透天,AD00282,中華里,臺中市中區中華里中華路一段98號,"24.144476,120.676248",1,57,第一分局,
透天,AD00276,中華里,臺中市中區中華里中華路一段102巷3號,"24.144444,120.676561",1,56,第一分局,
透天,AD00268,中華里,臺中市中區中華里民族路186巷6號,"24.14307,120.675867",1,54,第一分局,
透天,AD00259,中華里,臺中市中區中華里中華路一段106號,"24.144565,120.676391",1,53,第一分局,
透天,AD00284,中華里,臺中市中區中華里中華路一段94號,"24.14443,120.676201",1,52,第一分局,
透天,AD00240,中華里,臺中市中區中華里中華路一段139號,"24.144942,120.676173",1,48,第一分局,
透天,AD00235,中華里,臺中市中區中華里中山路350號,"24.144617,120.675628",1,46,第一分局,
透天,AD00281,中華里,臺中市中區中華里中華路一段100號,"24.144497,120.676272",1,45,第一分局,
透天,AD00212,中華里,臺中市中區中華里中華路一段154巷11號,"24.145762,120.67809",1,42,第一分局,
透天,AD00299,中華里,臺中市中區中華里民族路255號,"24.143867,120.674476",1,40,第一分局,
透天,AD00209,中華里,臺中市中區中華里成功路388號,"24.146021,120.677111",1,37,第一分局,
透天,AD00272,中華里,臺中市中區中華里臺灣大道一段527巷20號,"24.144185,120.676627",1,36,第一分局,
透天,AD00289,中華里,臺中市中區中華里中華路一段49號,"24.143239,120.674481",1,33,第一分局,
透天,AD00271,中華里,臺中市中區中華里中山路311巷5號,"24.143931,120.675747",1,32,第一分局,
透天,AD00188,中華里,臺中市中區中華里興民街15號,"24.145078,120.677434",1,30,第一分局,
透天,AD00267,中華里,臺中市中區中華里民族路186巷4號,"24.14307,120.675867",1,30,第一分局,
透天,AD00286,中華里,臺中市中區中華里中山路325號,"24.144342,120.675561",1,30,第一分局,
透天,AD00187,中華里,臺中市中區中華里興民街7號,"24.14475,120.677211",1,29,第一分局,
透天,AD00190,中華里,臺中市中區中華里中華路一段159號,"24.145464,120.676773",1,29,第一分局,
透天,AD00292,中華里,臺中市中區中華里中華路一段83號,"24.143868,120.675113",1,29,第一分局,
透天,AD00269,中華里,臺中市中區中華里民權路186巷8號,"24.142859,120.674988",1,28,第一分局,
透天,AD00195,中華里,臺中市中區中華里中華路一段134號,"24.145423,120.677274",1,22,第一分局,
透天,AD00258,中華里,臺中市中區中華里中華路一段90號,"24.144378,120.676154",1,20,第一分局,
透天,AD00211,中華里,臺中市中區中華里中華路一段203號,"24.146277,120.677637",1,16,第一分局,
透天,AD00290,中華里,臺中市中區中華里中華路一段51-1號,"24.143363,120.674394",1,14,第一分局,
透天,AD00205,中華里,臺中市中區中華里中華路一段156號,"24.145976,120.677812",1,12,第一分局,
透天,AD00287,中華里,臺中市中區中華里民族路257號,"24.143867,120.674476",1,12,第一分局,
大樓,AD00453,大墩里,臺中市中區大墩里三民路二段44號,"24.141165,120.678576",1,1828,第一分局,
大樓,AD00385,大墩里,臺中市中區大墩里三民路二段138號,"24.143512,120.68089",1,1254,第一分局,
住宅,AD00376,大墩里,臺中市中區大墩里三民路二段145號,"24.143564,120.680359",1,636,第一分局,
透天,AD00352,大墩里,臺中市中區大墩里民族路106號,"24.141418,120.677871",1,522,第一分局,
透天,AD00454,大墩里,臺中市中區大墩里三民路二段57號,"24.141477,120.678344",1,413,第一分局,
透天,AD00475,大墩里,臺中市中區大墩里中山路175巷18號,"24.140785,120.678835",1,390,第一分局,
透天,AD00363,大墩里,臺中市中區大墩里三民路二段68號,"24.141833,120.679247",1,330,第一分局,
透天,AD00363,大墩里,臺中市中區大墩里三民路二段68號,"24.141833,120.679247",1,330,第一分局,
透天,AD00364,大墩里,臺中市中區大墩里臺灣大道一段325號,"24.141891,120.679824",1,308,第一分局,
透天,AD00388,大墩里,臺中市中區大墩里臺灣大道一段388號,"24.142966,120.679143",1,290,第一分局,
銀行,AD00452,大墩里,臺中市中區中華里臺灣大道一段570號,"24.145347,120.676433",1,285,第一分局,
透天,AD00392,大墩里,臺中市中區大墩里三民路二段116號,"24.143127,120.680465",1,262,第一分局,
透天,AD00415,大墩里,臺中市中區大墩里三民路二段43號,"24.1413,120.678169",1,226,第一分局,
透天,AD00345,大墩里,臺中市中區大墩里民族路153號,"24.141058,120.677706",1,221,第一分局,
透天,AD00383,大墩里,臺中市中區大墩里成功路256號,"24.142994,120.680606",1,204,第一分局,
透天,AD00326,大墩里,臺中市中區大墩里三民路二段1號,"24.140461,120.677242",1,176,第一分局,
透天,AD00382,大墩里,臺中市中區大墩里臺灣大道一段348號,"24.142375,120.679858",1,168,第一分局,
透天,AD00476,大墩里,臺中市中區大墩里民族路145號,"24.140646,120.678175",1,168,第一分局,
透天,AD00336,大墩里,臺中市中區大墩里三民路二段25號,"24.140906,120.67765",1,152,第一分局,
透天,AD00368,大墩里,臺中市中區大墩里臺灣大道一段329號,"24.141981,120.6798",1,148,第一分局,
透天,AD00359,大墩里,臺中市中區大墩里三民路二段80號,"24.142022,120.679346",1,136,第一分局,
透天,AD00378,大墩里,臺中市中區大墩里三民路二段123號,"24.142949,120.67979",1,129,第一分局,
透天,AD00380,大墩里,臺中市中區大墩里三民路二段127號,"24.14301,120.679855",1,129,第一分局,
透天,AD00379,大墩里,臺中市中區大墩里三民路二段125號,"24.142983,120.679818",1,125,第一分局,
透天,AD00474,大墩里,臺中市中區大墩里三民路二段149巷8號,"24.143851,120.680319",1,120,第一分局,
透天,AD00407,大墩里,臺中市中區大墩里公園路22號,"24.145104,120.681453",1,118,第一分局,
透天,AD00357,大墩里,臺中市中區大墩里三民路二段62號,"24.141729,120.679117",1,117,第一分局,
透天,AD00391,大墩里,臺中市中區大墩里臺灣大道一段336巷17號,"24.142682,120.680376",1,117,第一分局,
透天,AD00389,大墩里,臺中市中區大墩里臺灣大道一段360號,"24.142637,120.679534",1,116,第一分局,
透天,AD00327,大墩里,臺中市中區大墩里三民路二段17巷2號,"24.140903,120.677435",1,112,第一分局,
透天,AD00416,大墩里,臺中市中區大墩里三民路二段47號,"24.141378,120.678196",1,112,第一分局,
透天,AD00458,大墩里,臺中市中區大墩里三民路二段67號,"24.141653,120.67846",1,112,第一分局,
透天,AD00338,大墩里,臺中市中區大墩里民權路120號,"24.140115,120.677732",1,109,第一分局,
透天,AD00344,大墩里,臺中市中區大墩里民族路139號,"24.140599,120.678248",1,109,第一分局,
透天,AD00456,大墩里,臺中市中區大墩里三民路二段63號,"24.141549,120.678437",1,109,第一分局,
透天,AD00340,大墩里,臺中市中區大墩里民族路127號,"24.140459,120.67841",1,108,第一分局,
透天,AD00393,大墩里,臺中市中區大墩里三民路二段104號,"24.142789,120.680148",1,108,第一分局,
透天,AD00399,大墩里,臺中市中區大墩里三民路二段169號,"24.144013,120.680961",1,108,第一分局,
透天,AD00381,大墩里,臺中市中區大墩里三民路二段129號,"24.143039,120.679886",1,106,第一分局,
透天,AD00366,大墩里,臺中市中區大墩里三民路二段74巷5號,"24.141881,120.679537",1,105,第一分局,
透天,AD00374,大墩里,臺中市中區大墩里三民路二段141號,"24.143488,120.680307",1,105,第一分局,
透天,AD00370,大墩里,臺中市中區大墩里光復路169-1號,"24.14402,120.680571",1,104,第一分局,
透天,AD00384,大墩里,臺中市中區大墩里成功路260號,"24.14308,120.680494",1,100,第一分局,
透天,AD00457,大墩里,臺中市中區大墩里三民路二段65號,"24.141622,120.678428",1,100,第一分局,
透天,AD00372,大墩里,臺中市中區大墩里三民路二段131號,"24.143066,120.679924",1,97,第一分局,
透天,AD00362,大墩里,臺中市中區大墩里臺灣大道一段321號,"24.14188,120.679897",1,96,第一分局,
透天,AD00362,大墩里,臺中市中區大墩里臺灣大道一段321號,"24.14188,120.679897",1,96,第一分局,
透天,AD00371,大墩里,臺中市中區大墩里成功路249號,"24.143426,120.679669",1,93,第一分局,
透天,AD00365,大墩里,臺中市中區大墩里三民路二段76號,"24.142022,120.679346",1,92,第一分局,
透天,AD00361,大墩里,臺中市中區大墩里臺灣大道一段319號,"24.141852,120.679924",1,90,第一分局,
透天,AD00361,大墩里,臺中市中區大墩里臺灣大道一段319號,"24.141852,120.679924",1,90,第一分局,
透天,AD00339,大墩里,臺中市中區大墩里民族路123號,"24.140416,120.678448",1,88,第一分局,
透天,AD00464,大墩里,臺中市中區大墩里民族路134號,"24.140865,120.678385",1,88,第一分局,
透天,AD00401,大墩里,臺中市中區大墩里三民路二段173號,"24.144175,120.681025",1,85,第一分局,
透天,AD00403,大墩里,臺中市中區大墩里三民路二段177號,"24.144219,120.681119",1,85,第一分局,
透天,AD00448,大墩里,臺中市中區大墩里中山路175巷28號,"24.140725,120.678628",1,82,第一分局,
透天,AD00466,大墩里,臺中市中區大墩里民族路154巷2號,"24.141418,120.677786",1,82,第一分局,
透天,AD00341,大墩里,臺中市中區大墩里民族路129號,"24.140492,120.678369",1,77,第一分局,
透天,AD00375,大墩里,臺中市中區大墩里成功路247號,"24.143416,120.679705",1,73,第一分局,
透天,AD00455,大墩里,臺中市中區大墩里三民路二段59號,"24.141504,120.678376",1,73,第一分局,
